951	851
952	843
953	262
954	395
955	61
956	549
957	411
958	221
959	260
960	603
961	244
962	667
963	652
964	975
965	622
966	33
967	581
968	263
969	130
970	319
971	745
972	365
973	768
974	205
975	234
976	141
977	819
978	609
979	70
980	81
981	620
982	324
983	731
984	160
985	823
